店铺具体地址,店铺具体坐标.纬度,店铺具体坐标.经度,店铺名称,店铺所在地区,店铺所在城市,店铺所在省份,店铺类别
珞喻路与光谷环岛交叉口北80米(光谷广场地铁站R口旁),30.509683493221832,114.39286908228503,伍界烧烤总部,洪山区,武汉市,湖北省,餐饮服务;餐饮相关场所;餐饮相关
鲁磨路与光谷环岛交叉口东北80米,30.5097683363717,114.39372133617053,创意美食,洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
虎泉街与光谷环岛交叉口西160米,30.5077184761922,114.391029809367,食一锅肥牛饭(鲁广店),洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
光谷国际广场A座负一层A069号吕记口口香蒸面,30.50966355734468,114.39254499388386,吕记口口香蒸面(光谷国际广场A座店),洪山区,武汉市,湖北省,餐饮服务;快餐厅;快餐厅
珞喻路889号光谷国际广场A座B1层,30.509702527308658,114.39264401748528,本·味餐厅(光谷国际广场A座店),洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
步行街南路与金田西路交叉口西20米,30.506700068232828,114.39593644850407,鬼包子(光谷总店),洪山区,武汉市,湖北省,餐饮服务;餐饮相关场所;餐饮相关
步行街南路与金田西路交叉口北100米,30.507640779297443,114.39611244377403,馋佰妹(光谷世界城店),洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
武汉东湖新技术开发区光谷街7号光谷世界城A地块B1区4楼B14003,30.507347866084157,114.39615648894946,韩宫宴(世界城光谷步行街店),洪山区,武汉市,湖北省,餐饮服务;外国餐厅;外国餐厅
鲁磨路110-158号附近,30.509850268929533,114.39405344037681,徐福记上海三鲜锅贴饺,洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
珞喻路光谷世界城步行街B11027-1、B11027-2号商铺,30.5070959428086,114.3961234962459,皇冠幸福里(光谷步行街店),洪山区,武汉市,湖北省,餐饮服务;糕饼店;糕饼店
珞喻路889号Q-BOX购物中心B1层,30.509784509038404,114.39260800044919,吴小厨(Q-BOX购物中心),洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
光谷国际广场A座负一楼,30.509709577616228,114.39236494197502,疆小米新疆炒米粉,洪山区,武汉市,湖北省,餐饮服务;餐饮相关场所;餐饮相关
关东街道东湖开发区光谷世界城康桥小区第2栋2单元1层03号,30.504621873832388,114.39985471478856,汪姐荆州沙市女人街串串,洪山区,武汉市,湖北省,餐饮服务;中餐厅;火锅店
光谷珞喻路通道光谷国际广场(光谷广场地铁站R口旁),30.509838505433553,114.39253897698049,饿了吗(珞喻路店),洪山区,武汉市,湖北省,餐饮服务;快餐厅;快餐厅
光谷广场鲁磨路曹家湾(光谷广场地铁站Q口步行210米),30.509815536428402,114.39241194507294,香飘飘特色农家小炒(光谷国际广场),洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
珞喻路889号Q-BOX购物中心B1层,30.509806546866074,114.39237193533778,好客·好饭(Q-BOX购物中心),洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
璐瑜路新都会紫菘花园(珞雄路地铁站A口步行340米),30.50707194594118,114.39627056425635,皇冠蛋糕(光谷步行街店),洪山区,武汉市,湖北省,餐饮服务;糕饼店;糕饼店
珞喻路889号Q-BOX购物中心B1层,30.50975960129604,114.3921688872364,壹食再食(Q-BOX购物中心),洪山区,武汉市,湖北省,餐饮服务;餐饮相关场所;餐饮相关
步行街南路与金田西路交叉口东北60米,30.507145921520692,114.39636860233018,罗氏热干牛肉面,洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
珞瑜路光谷步行街一期4楼火星美食街,30.507162916272833,114.39637560404512,谭小嗨牛骨头锅店铺,洪山区,武汉市,湖北省,餐饮服务;餐饮相关场所;餐饮相关
步行街南路与金田西路交叉口东北100米,30.50749581478283,114.39645160986115,小八家的甜品铺(光谷世界城店),洪山区,武汉市,湖北省,餐饮服务;甜品店;甜品店
珞喻路726号中商·世界里鲁巷广场购物中心B1层,30.508127437878386,114.39070071122104,瑞幸咖啡(中商·世界里店),洪山区,武汉市,湖北省,餐饮服务;咖啡厅;咖啡厅
光谷步行街四楼,30.50715391836218,114.3964076194862,南洋小馆(光谷世界城店),洪山区,武汉市,湖北省,餐饮服务;餐饮相关场所;餐饮相关
步行街南路与金田西路交叉口东北100米,30.50748081913081,114.39646161578257,吾锅吾家(世界城光谷步行街店),洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
步行街南路与金田西路交叉口东20米,30.506685061598663,114.39629160754646,港澳烧鹅饭(光谷世界城店),洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
珞喻路726号中商世界里B1层(光谷广场地铁站T口旁),30.50872920821786,114.3908846929325,喜噜噜(中商世界里店),洪山区,武汉市,湖北省,餐饮服务;餐饮相关场所;餐饮相关
步行街南路与金田西路交叉口东北100米,30.507512808795852,114.39650863473035,蛮大大云南米线(世界城光谷步行街店),洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
光谷步行街四楼火星美食城,30.50750880976606,114.39652564297036,美蛙鱼头火锅(世界城光谷步行街店),洪山区,武汉市,湖北省,餐饮服务;中餐厅;火锅店
珞喻路726号光谷中商·世界里(原鲁巷购物广场),30.509875439875557,114.39284105752802,皇冠幸福里(光谷世界里店),洪山区,武汉市,湖北省,餐饮服务;糕饼店;糕饼店
步行街南路与金田西路交叉口东20米,30.506597086931755,114.39633863657701,串串香,洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
虎泉街730号(光谷广场地铁站F口旁),30.508328404255778,114.3905996755398,翠小煲煲仔饭(中商世界里店),洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
光谷步行街澳门街美食城3层,30.507011958890395,114.39654469519687,川锅汇旋转小火锅·自助餐厅(光谷世界城店),洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
珞瑜路726号鲁巷商业服务中心负一楼B1S038,30.50910406813036,114.39098968047232,铭湘集盖码粉面饭(中商世界里店),洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
珞喻路766号光谷世界城F4层,30.50705294634794,114.39656370047112,yo饼(光谷世界城店),洪山区,武汉市,湖北省,餐饮服务;餐饮相关场所;餐饮相关
珞喻路766号光谷世界城F4层,30.507409838346973,114.39663470254595,标头烤面筋串烧(光谷世界城店),洪山区,武汉市,湖北省,餐饮服务;快餐厅;快餐厅
虎泉街与光谷环岛交叉口西220米,30.508422460564756,114.39029261520889,咕嘟花小甲(中商世界里店),洪山区,武汉市,湖北省,餐饮服务;餐饮相关场所;餐饮相关
虎泉街与光谷环岛交叉口西220米,30.508422460564756,114.39029261520889,咕嘟花小甲(中商世界里店),洪山区,武汉市,湖北省,餐饮服务;餐饮相关场所;餐饮相关
珞喻路726号中商·世界里B1层,30.508989138690154,114.39084966358335,福记饺子(中商·世界里),洪山区,武汉市,湖北省,餐饮服务;快餐厅;快餐厅
珞喻路766号光谷世界城F3层,30.507067941554368,114.39658971130604,小熊煮茶(光谷世界城店),洪山区,武汉市,湖北省,餐饮服务;快餐厅;快餐厅
光谷步行街4楼火星美食城A009,30.50719890189473,114.3966207143927,钟师门拇指生煎包(光谷店),洪山区,武汉市,湖北省,餐饮服务;餐饮相关场所;餐饮相关
珞瑜路726号世界城光谷步行街F3,30.50744082828182,114.396765761827,1点点(世界城光谷步行街店),洪山区,武汉市,湖北省,餐饮服务;冷饮店;冷饮店
珞喻路726号世界城光谷步行街F3层,30.50715791404746,114.39663972689712,澳门街美食城招商处(世界城光谷步行街店),洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅|生活服务;生活服务场所;生活服务场所
珞喻路889号光谷国际广场A座负一层A021商铺,30.509874642704855,114.39180578878666,梁小猴铁板炒饭,洪山区,武汉市,湖北省,餐饮服务;餐饮相关场所;餐饮相关
珞喻路766号光谷世界城F4层,30.507169910204997,114.39667074044942,山阿妹神农架炕小土豆(世界城光谷步行街店),洪山区,武汉市,湖北省,餐饮服务;快餐厅;快餐厅
珞瑜路726号世界城光谷步行街F4,30.50718190657197,114.39667474128909,陈记海鲜面(世界城光谷步行街店),洪山区,武汉市,湖北省,餐饮服务;快餐厅;快餐厅
珞喻路766号光谷世界城B2层,30.507222894136927,114.39669274621231,巧胶东手打虾滑(光谷世界城店),洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
光谷世界城光谷街3号1区101大洋百货3层,30.50815961226141,114.39667165448843,仓桥家· 锅物·烧鸟·焗寿司(光谷大洋百货店),洪山区,武汉市,湖北省,餐饮服务;外国餐厅;日本料理
东湖高新技术开发区珞喻路726号世界城光谷步行街,30.50720689892123,114.39669674950085,辣九州长沙臭豆腐(世界城光谷步行街店),洪山区,武汉市,湖北省,餐饮服务;快餐厅;快餐厅
珞喻路726号中商世界里B1层,30.5084773804379,114.39052164886051,西北馍王(中商世界里店),洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
东湖高新技术开发区世界城步行街a区a栋,30.508345556532475,114.39662661706879,必胜客(世界城餐厅),洪山区,武汉市,湖北省,餐饮服务;快餐厅;必胜客
民族大道49号(龙安酒店隔壁),30.504870834376337,114.39353970514519,长青巷桥头排骨(光谷步行街店),洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
珞喻路726号中商世界里B1层,30.508678302947775,114.39058364214954,大喜麻辣拌(中商世界里店),洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
珞喻路766号光谷世界城F3层,30.50730286987577,114.39673575960468,张记花甲(光谷世界城店),洪山区,武汉市,湖北省,餐饮服务;快餐厅;快餐厅
珞喻路766号光谷世界城F9层,30.507442827701034,114.39675875831867,melody手感烘焙(光谷世界城店),洪山区,武汉市,湖北省,餐饮服务;餐饮相关场所;餐饮相关
中商世界里负一楼2号,30.508270472287368,114.39041464865768,煎百味(中商世界里店),洪山区,武汉市,湖北省,餐饮服务;餐饮相关场所;餐饮相关
珞喻路726号中商世界里B1层(光谷广场地铁站F口旁),30.50860834117266,114.39052063724789,研卤堂(中商世界里店),洪山区,武汉市,湖北省,餐饮服务;餐饮相关场所;餐饮相关
虎泉街与光谷环岛交叉口西220米,30.508265480179944,114.39039164523646,围炉三国锅盔(中商世界里店),洪山区,武汉市,湖北省,餐饮服务;餐饮相关场所;餐饮相关
东湖新技术开发区珞喻路726号中商世界里负一楼B130号,30.508874218824996,114.3906766416391,如意馄饨(中商世界里店),洪山区,武汉市,湖北省,餐饮服务;中餐厅;特色/地方风味餐厅
珞喻路726号光谷步行街5楼(大洋百货斜对面),30.507475817694782,114.39679377213038,半天妖烤鱼(武汉洪山光谷世界城店),洪山区,武汉市,湖北省,餐饮服务;中餐厅;综合酒楼
步行街南路与金田西路交叉口东60米,30.506899991084797,114.39670377961534,老妈铁板焦饭,洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
步行街南路与金田西路交叉口东南60米,30.506267184060512,114.39642970702907,光谷七店,洪山区,武汉市,湖北省,餐饮服务;餐饮相关场所;餐饮相关
武汉东湖新技术开发区光谷街3号世界城光谷步行街1栋B2单元5层0009号,30.50706394156748,114.3967717976,野妹经典火锅(光谷店),洪山区,武汉市,湖北省,餐饮服务;中餐厅;火锅店
步行街南路与金田西路交叉口东北120米,30.50760078006706,114.39684078372841,光谷大中华夜市(光谷世界城店),洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
东湖高新珞瑜路726光谷步行街5楼,30.507616775259056,114.39684978665461,碳之道东北地炉烤肉(世界城光谷步行街店),洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
珞瑜路726号世界城光谷步行街F4,30.507435829709255,114.3968538043794,渔鲜坊寿司(世界城光谷步行街店),洪山区,武汉市,湖北省,餐饮服务;外国餐厅;日本料理
东湖高新技术开发区珞喻路726号世界城光谷步行街,30.506901990266677,114.39675280269446,嗨锅烩(光谷世界城店),洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
珞喻路726号世界城光谷步行街F4层,30.506928982129818,114.39676280509751,鲜活烤鱼馆(世界城光谷步行街店),洪山区,武汉市,湖北省,餐饮服务;餐饮相关场所;餐饮相关
珞喻路766号光谷世界城F4层,30.507123923475298,114.39681681386384,滋滋美味铁板烧(光谷世界城店),洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
珞喻路766号光谷世界城F3层,30.506672059645798,114.39667978817398,胡阿大牛肉饼(光谷世界城店),洪山区,武汉市,湖北省,餐饮服务;餐饮相关场所;餐饮相关
光谷步行街C区四楼D005号,30.507236889526766,114.39684781886922,火鲈.大窑烤鱼(世界城光谷步行街店),洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
东湖开发区光谷世界城第1幢B2单元3层003-1号,30.506967970355976,114.39679081504755,渔粉爱尚饭(澳门街店),洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
世界城光谷步行街火星美食城B21012号,30.50721889497568,114.39687583391303,刘阿姐米豆腐(光谷世界城店),洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
珞喻路766号光谷世界城F3层,30.507156913588336,114.39686683499122,烤吧爱上麻辣烫(光谷世界城店),洪山区,武汉市,湖北省,餐饮服务;快餐厅;快餐厅
珞喻路726号光谷步行街四层火星美食城F007,30.50722589288286,114.39688083571176,芭缇纳泰式奶咖(世界城光谷步行街店),洪山区,武汉市,湖北省,餐饮服务;冷饮店;冷饮店
珞喻路766号光谷世界城F3层,30.506812017208844,114.39677782246149,宜家饭饭(光谷世界城店),洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
东湖高新技术开发区珞喻路726号世界城光谷步行街,30.50911532643437,114.39643846243274,烤冷面手抓饼,洪山区,武汉市,湖北省,餐饮服务;餐饮相关场所;餐饮相关
珞喻路726号鲁巷商业服务中心负一楼9铺,30.508274514543253,114.39025962279689,武汉市东湖新技术开发区赵为瓦坎达咖啡馆(中商世界里店),洪山区,武汉市,湖北省,餐饮服务;咖啡厅;咖啡厅
关东街道珞喻路726号鲁巷中商世界里B1层1S026-27,30.508539410637976,114.39034461350508,马香远兰州牛肉面(中商世界里店),洪山区,武汉市,湖北省,餐饮服务;快餐厅;快餐厅
中商世界里商场,30.508548407081566,114.39034761321422,星巴克,洪山区,武汉市,湖北省,餐饮服务;咖啡厅;星巴克咖啡
虎泉街与光谷环岛交叉口西220米,30.50838247404373,114.39028761789002,辣小小麻辣香锅(中商·世界里店),洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
虎泉街与光谷环岛交叉口西220米,30.50838247404373,114.39028761789002,wakanda·Coffee(中商世界里店),洪山区,武汉市,湖北省,餐饮服务;咖啡厅;咖啡厅
虎泉街与光谷环岛交叉口西220米,30.50838247404373,114.39028761789002,盒里相遇(中商世界里店),洪山区,武汉市,湖北省,餐饮服务;中餐厅;中餐厅
